sale_begin,sale_no,is_input
1825/07/09,2734,yes
1825/07/11,2735,yes
1825/07/16,2736,yes
1825/07/18,2737,yes
1825/07/22,2738,yes
1825/08/01,2739,yes
1825/08/10,2740,yes
1825/08/13,2741,yes
1825/08/20,2742,yes
1825/08/24,2743,yes
1825/08/27,2744,yes
1825/09/03,2745,yes
1825/09/10,2746,yes
1825/09/17,2747,yes
1825/09/19,2748,yes
1825/09/21,2749,yes
1825/09/24,2750,yes
1825/09/28,2752,yes
1825/09/28,2751,yes
1825/10/01,2753,yes
1825/10/08,2754,yes
1825/10/15,2755,yes
1825/10/17,2756,yes
1825/10/19,2757,yes
1825/10/21,2758,yes
1825/10/29,2759,yes
1825/11/02,2760,yes
1825/11/05,2761,yes
1825/11/08,2762,yes
1825/11/09,2763,yes
1825/11/11,2764,yes
1825/11/12,2765,yes
1825/11/16,2766,yes
1825/11/18,2767,yes
1825/11/19,2768,yes
1825/11/23,2769,yes
1825/11/26,2770,yes
1825/11/30,2771,yes
1825/11/30,2772,yes
1825/12/10,2773,yes
1825/12/13,2774,yes
1825/12/14,2775,yes
1825/12/15,2776,yes
1825/12/17,2778,yes
1825/12/17,2777,yes
1825/12/24,2779,yes
1825/12/29,2780,yes
1825/12/31,2781,yes
1826/00/00,2782,yes
1826/01/04,2783,yes
1826/01/07,2784,yes
1826/01/14,2785,yes
1826/01/18,2786,yes
1826/01/21,2787,yes
1826/01/21,2788,yes
1826/01/23,2789,yes
1826/01/28,2790,yes
1826/02/12,2791,yes
1826/02/28,2793,yes
1826/02/28,2792,yes
1826/03/10,2794,yes
1826/03/22,2795,yes
1826/03/25,2796,yes
1826/04/01,2797,yes
1826/04/03,2798,yes
1826/04/04,2799,yes
1826/04/06,2801,yes
1826/04/06,2800,yes
1826/04/08,2802,yes
1826/04/10,2803,yes
1826/04/12,2804,yes
1826/04/14,2805,yes
1826/04/14,2806,yes
1826/04/19,2807,yes
1826/04/22,2808,yes
1826/04/26,2809,yes
1826/04/27,2810,yes
1826/04/29,2811,yes
1826/05/05,2812,yes
1826/05/06,2813,yes
1826/05/06,2814,yes
1826/05/12,2815,yes
1826/05/15,2816,yes
1826/05/18,2817,yes
1826/05/19,2818,yes
1826/05/22,2819,yes
1826/05/22,2820,yes
1826/05/26,2821,yes
1826/05/27,2822,yes
1826/05/29,2823,yes
1826/05/31,2824,yes
1826/06/01,2825,yes
1826/06/02,2826,yes
1826/06/03,2828,yes
1826/06/03,2827,yes
1826/06/03,2829,yes
1826/06/03,2830,yes
1826/06/10,2831,yes
1826/06/12,2832,yes
1826/06/14,2833,yes
1826/06/14,2835,yes
1826/06/14,2834,yes
1826/06/15,2837,yes
1826/06/15,2836,yes
1826/06/19,2838,yes
1826/06/20,2839,yes
1826/06/20,2840,yes
1826/06/21,2841,yes
1826/06/22,2842,yes
1826/06/24,2843,yes
1826/06/27,2844,yes
1826/06/30,2845,yes
1826/07/04,2846,yes
1826/07/05,2847,yes
1826/07/05,2848,yes
1826/07/08,2849,yes
1826/07/11,2850,yes
1826/07/12,2851,yes
1826/07/12,2852,yes
1826/07/15,2853,yes
1826/07/17,2854,yes
1826/07/22,2855,yes
1826/07/26,2856,yes
1826/07/29,2857,yes
1826/08/05,2858,yes
1826/08/09,2859,yes
1826/08/10,2860,yes
1826/08/12,2861,yes
1826/08/14,2862,yes
1826/08/18,2863,yes
1826/08/21,2864,yes
1826/08/21,2865,yes
1826/08/24,2866,yes
1826/08/26,2867,yes
1826/08/28,2868,yes
1826/08/29,2869,yes
1826/08/31,2870,yes
1826/09/02,2871,yes
1826/09/09,2872,yes
1826/09/15,2873,yes
1826/09/16,2874,yes
1826/09/20,2875,yes
1826/09/23,2876,yes
1826/09/26,2877,no
1826/09/30,2878,yes
1826/10/04,2879,yes
1826/10/06,2880,yes
1826/10/07,2881,yes
1826/10/14,2882,yes
1826/10/18,2883,yes
1826/10/21,2884,yes
1826/10/23,2885,yes
1826/10/25,2886,yes
1826/10/28,2887,yes
1826/10/30,2888,yes
1826/10/31,2889,yes
1826/10/31,2890,yes
1826/11/01,2891,yes
1826/11/04,2892,yes
1826/11/10,2893,yes
1826/11/11,2894,yes
1826/11/14,2895,yes
1826/11/15,2896,yes
1826/11/18,2897,yes
1826/11/20,2898,yes
1826/11/23,2899,yes
1826/11/24,2900,yes
1826/11/25,2901,yes
1826/11/28,2902,yes
1826/11/29,2903,yes
1826/12/02,2904,yes
1826/12/07,2905,yes
1826/12/07,2906,yes
1826/12/09,2908,yes
1826/12/09,2907,yes
1826/12/11,2909,yes
1827/00/00,2912,yes
1827/00/00,2911,yes
1827/00/00,2910,yes
1827/01/03,2913,yes
1827/01/06,2914,yes
1827/01/13,2915,yes
1827/01/17,2916,yes
1827/01/22,2917,yes
1827/01/22,2919,yes
1827/01/22,2918,yes
1827/01/25,2920,no
1827/01/27,2921,yes
1827/01/31,2922,yes
1827/02/02,2923,yes
1827/02/03,2924,yes
1827/02/03,2925,yes
1827/02/10,2926,yes
1827/02/14,2927,yes
1827/02/17,2928,yes
1827/02/17,2929,yes
1827/02/19,2930,yes
1827/02/19,2931,yes
1827/02/21,2932,yes
1827/02/21,2933,yes
1827/02/26,2934,yes
1827/02/28,2935,yes
1827/03/01,2936,yes
1827/03/16,2937,yes
1827/03/20,2939,yes
1827/03/20,2938,yes
1827/03/20,2940,no
1827/03/28,2941,yes
1827/03/31,2942,yes
1827/04/02,2943,yes
1827/04/03,2944,yes
1827/04/03,2945,yes
1827/04/05,2946,yes
1827/04/05,2947,yes
1827/04/06,2948,yes
1827/04/07,2949,yes
1827/04/07,2950,yes
1827/04/11,2951,yes
1827/04/12,2952,yes
1827/04/14,2953,yes
1827/04/18,2954,yes
1827/04/21,2955,yes
1827/04/21,2956,yes
1827/04/23,2957,yes
1827/04/25,2958,yes
1827/04/28,2959,yes
1827/04/28,2960,yes
1827/05/02,2961,yes
1827/05/03,2962,yes
1827/05/04,2963,yes
1827/05/05,2965,yes
1827/05/05,2964,yes
1827/05/09,2966,yes
1827/05/10,2967,yes
1827/05/11,2968,yes
1827/05/12,2969,yes
1827/05/14,2970,yes
1827/05/16,2971,yes
1827/05/17,2972,yes
1827/05/18,2973,yes
1827/05/19,2974,yes
1827/05/19,2975,yes
1827/05/23,2976,yes
1827/05/25,2977,yes
1827/05/26,2978,yes
1827/05/28,2979,yes
1827/05/28,2980,yes
1827/05/30,2981,yes
1827/05/31,2982,yes
1827/06/01,2983,yes
1827/06/02,2984,yes
1827/06/06,2985,yes
1827/06/06,2986,yes
1827/06/06,2987,yes
1827/06/07,2988,yes
1827/06/09,2989,yes
1827/06/09,2990,yes
1827/06/11,2992,yes
1827/06/11,2991,yes
1827/06/15,2993,yes
1827/06/18,2994,yes
1827/06/18,2995,yes
1827/06/20,2996,yes
1827/06/21,2997,yes
1827/06/23,2998,yes
1827/06/23,2999,yes
1827/06/27,3000,yes
1827/06/28,3001,yes
1827/06/28,3003,yes
1827/06/28,3002,yes
1827/06/29,3004,yes
1827/06/30,3005,yes
1827/07/02,3006,yes
1827/07/04,3007,yes
1827/07/07,3008,yes
1827/07/07,3009,yes
1827/07/11,3010,yes
1827/07/12,3011,yes
1827/07/14,3012,yes
1827/07/16,3013,yes
1827/07/18,3014,yes
1827/07/20,3015,yes
1827/07/21,3016,yes
1827/07/25,3017,yes
1827/07/28,3018,yes
1827/07/30,3019,yes
1827/08/02,3020,yes
1827/08/09,3021,yes
1827/09/13,3022,yes
1827/09/15,3023,yes
1827/10/01,3024,yes
1827/10/29,3025,yes
1827/11/03,3026,yes
1827/11/10,3027,yes
1827/11/12,3028,yes
1827/11/14,3029,yes
1827/11/14,3030,yes
1827/11/14,3031,yes
1827/11/17,3032,yes
1827/11/17,3033,yes
1827/11/19,3034,yes
1827/11/19,3035,yes
1827/11/20,3036,yes
1827/11/20,3037,yes
1827/11/22,3038,yes
1827/11/23,3039,yes
1827/11/24,3040,yes
1827/11/26,3041,yes
1827/11/28,3042,yes
1827/11/29,3043,yes
1827/11/30,3044,yes
1827/12/19,3045,yes
1827/12/19,3046,yes
1827/12/21,3047,yes
1828/00/00,3048,yes
1828/01/05,3049,yes
1828/01/09,3050,yes
1828/01/09,3051,yes
1828/01/11,3052,yes
1828/01/12,3053,yes
1828/01/16,3054,yes
1828/01/19,3055,yes
1828/01/23,3056,yes
1828/01/25,3057,yes
1828/01/26,3058,yes
1828/01/30,3059,yes
1828/02/01,3061,yes
1828/02/01,3060,yes
1828/02/05,3062,yes
1828/02/14,3063,yes
1828/02/16,3064,yes
1828/02/20,3065,yes
1828/02/21,3066,yes
1828/02/21,3067,yes
1828/02/27,3068,yes
1828/03/01,3069,yes
1828/03/03,3070,yes
1828/03/05,3071,yes
1828/03/05,3072,yes
1828/03/06,3073,yes
1828/03/08,3074,yes
1828/03/12,3075,yes
1828/03/12,3076,yes
1828/03/14,3077,yes
1828/03/15,3078,no
1828/03/15,3079,yes
1828/03/15,3080,yes
1828/03/17,3081,yes
1828/03/19,3082,yes
1828/03/20,3083,yes
1828/03/22,3084,yes
1828/03/26,3085,yes
1828/03/26,3086,yes
1828/03/27,3087,yes
1828/03/28,3088,yes
1828/03/28,3089,yes
1828/03/28,3090,yes
1828/03/29,3091,yes
1828/04/02,3092,yes
1828/04/02,3093,yes
1828/04/05,3094,yes
1828/04/09,3095,yes
1828/04/12,3096,yes
1828/04/12,3097,yes
1828/04/16,3098,yes
1828/04/18,3099,yes
1828/04/19,3100,yes
1828/04/21,3101,yes
1828/04/21,3102,yes
1828/04/21,3103,yes
1828/04/24,3104,yes
1828/04/25,3105,yes
1828/04/26,3106,yes
1828/04/26,3107,yes
1828/04/29,3108,yes
1828/04/30,3109,yes
1828/05/00,3110,yes
1828/05/02,3111,yes
1828/05/03,3112,yes
1828/05/07,3113,yes
1828/05/09,3114,yes
1828/05/09,3115,yes
1828/05/10,3116,yes
1828/05/10,3117,yes
1828/05/13,3118,yes
1828/05/13,3119,yes
1828/05/14,3120,yes
1828/05/14,3121,yes
1828/05/14,3122,yes
1828/05/17,3123,yes
1828/05/17,3124,yes
1828/05/20,3125,yes
1828/05/22,3126,yes
1828/05/24,3127,yes
1828/05/24,3128,yes
1828/05/24,3129,no
1828/05/27,3130,yes
1828/05/28,3131,yes
1828/05/29,3132,yes
1828/05/30,3133,yes
1828/05/31,3134,yes
1828/05/31,3135,yes
1828/06/03,3136,yes
1828/06/06,3137,yes
1828/06/06,3138,yes
1828/06/06,3139,yes
1828/06/07,3140,yes
1828/06/09,3141,yes
1828/06/10,3142,yes
1828/06/12,3143,yes
1828/06/14,3145,yes
1828/06/14,3144,yes
1828/06/14,3146,yes
1828/06/16,3147,yes
1828/06/18,3148,yes
1828/06/19,3149,yes
1828/06/21,3150,yes
1828/06/23,3151,yes
1828/06/23,3152,yes
1828/06/25,3153,yes
1828/06/28,3154,yes
1828/06/28,3155,yes
1828/06/30,3155-A,yes
1828/07/01,3156,yes
1828/07/02,3157,yes
1828/07/05,3158,yes
1828/07/08,3159,yes
1828/07/12,3160,yes
1828/07/12,3161,yes
1828/07/16,3162,yes
1828/07/19,3163,yes
1828/07/25,3164,yes
1828/07/31,3165,yes
1828/08/01,3166,yes
1828/08/04,3167,yes
1828/08/06,3168,yes
1828/08/09,3169,yes
1828/08/16,3170,yes
1828/08/20,3171,yes
1828/08/23,3172,yes
1828/08/30,3173,yes
1828/09/01,3174,yes
1828/09/03,3175,yes
1828/09/06,3176,yes
1828/09/08,3177,yes
1828/09/10,3178,yes
1828/09/13,3179,yes
1828/09/20,3180,yes
1828/09/20,3181,yes
1828/09/23,3182,yes
1828/09/24,3183,yes
1828/09/26,3184,yes
1828/09/27,3185,yes
1828/10/04,3186,yes
1828/10/07,3187,yes
1828/10/11,3188,yes
1828/10/18,3189,yes
1828/10/23,3190,yes
1828/11/06,3191,yes
1828/11/07,3192,yes
1828/11/11,3193,yes
1828/11/13,3194,yes
1828/11/14,3195,yes
1828/11/20,3196,yes
1828/11/22,3197,yes
1828/11/22,3198,yes
1828/11/22,3199,yes
1828/12/04,3200,yes
1828/12/12,3201,yes
1828/12/13,3202,yes
1829/00/00,3204,yes
1829/00/00,3203,yes
1829/01/00,3205,yes
1829/01/03,3206,yes
1829/01/05,3207,yes
1829/01/06,3208,yes
1829/01/10,3209,yes
1829/01/10,3210,yes
1829/01/14,3211,yes
1829/01/17,3212,yes
1829/01/17,3213,yes
1829/01/20,3214,no
1829/01/22,3215,yes
1829/01/24,3217,yes
1829/01/24,3216,yes
1829/01/28,3218,yes
1829/01/30,3219,yes
1829/01/31,3220,yes
1829/02/03,3221,yes
1829/02/06,3222,yes
1829/02/07,3223,yes
1829/02/09,3224,yes
1829/02/09,3225,yes
1829/02/09,3226,yes
1829/02/11,3227,yes
1829/02/12,3228,yes
1829/02/14,3229,yes
1829/02/14,3230,yes
1829/02/21,3231,yes
1829/02/21,3232,yes
1829/02/25,3233,yes
1829/02/26,3234,yes
1829/02/28,3235,yes
1829/03/07,3236,yes
1829/03/10,3237,yes
1829/03/11,3238,yes
1829/03/13,3239,yes
1829/03/13,3240,no
1829/03/14,3242,yes
1829/03/14,3241,yes
1829/03/17,3243,yes
1829/03/17,3244,yes
1829/03/18,3245,yes
1829/03/20,3246,yes
1829/03/21,3247,yes
1829/03/23,3248,yes
1829/03/24,3250,yes
1829/03/24,3249,yes
1829/03/25,3251,yes
1829/03/26,3252,yes
1829/03/28,3253,yes
1829/03/31,3254,yes
1829/04/03,3255,yes
1829/04/03,3256,yes
1829/04/08,3257,yes
1829/04/11,3258,yes
1829/04/11,3259,yes
1829/04/13,3260,yes
1829/04/13,3262,yes
1829/04/13,3261,yes
1829/04/15,3263,yes
1829/04/18,3264,yes
1829/04/22,3265,yes
1829/04/25,3266,yes
1829/04/27,3267,yes
1829/04/28,3268,yes
1829/04/29,3269,yes
1829/04/30,3270,yes
1829/04/30,3271,yes
1829/05/01,3272,yes
1829/05/06,3273,yes
1829/05/07,3274,yes
1829/05/08,3275,yes
1829/05/08,3276,yes
1829/05/08,3277,yes
1829/05/09,3278,yes
1829/05/12,3279,yes
1829/05/13,3280,yes
1829/05/14,3281,yes
1829/05/15,3282,yes
1829/05/15,3283,yes
1829/05/15,3284,yes
1829/05/16,3285,yes
1829/05/16,3286,yes
1829/05/16,3287,yes
1829/05/20,3288,yes
1829/05/20,3289,yes
1829/05/21,3290,yes
1829/05/22,3291,yes
1829/05/22,3292,yes
1829/05/22,3293,yes
1829/05/23,3294,yes
1829/05/23,3295,yes
1829/05/25,3296,yes
1829/05/28,3297,yes
1829/05/28,3298,yes
1829/05/29,3299,yes
1829/05/30,3300,yes
1829/05/30,3301,yes
1829/05/30,3302,yes
1829/06/03,3303,yes
1829/06/04,3304,yes
1829/06/05,3305,yes
1829/06/06,3307,yes
1829/06/06,3306,yes
1829/06/06,3308,yes
1829/06/10,3309,yes
1829/06/11,3310,yes
1829/06/11,3311,yes
1829/06/12,3312,yes
1829/06/12,3313,yes
1829/06/13,3314,yes
1829/06/13,3315,yes
1829/06/13,3316,yes
1829/06/15,3317,yes
1829/06/17,3318,yes
1829/06/19,3320,yes
1829/06/19,3321,yes
1829/06/19,3319,yes
1829/06/20,3322,yes
1829/06/20,3324,yes
1829/06/20,3323,yes
1829/06/22,3326,yes
1829/06/22,3325,no
1829/06/22,3328,yes
1829/06/22,3327,yes
1829/06/23,3329,yes
1829/06/25,3330,yes
1829/06/26,3331,yes
1829/06/27,3332,yes
1829/06/29,3333,yes
1829/06/29,3334,yes
1829/07/04,3335,yes
1829/07/04,3337,yes
1829/07/04,3336,yes
1829/07/08,3338,yes
1829/07/10,3339,yes
1829/07/11,3340,yes
1829/07/17,3341,yes
1829/07/18,3342,yes
1829/07/22,3343,yes
1829/07/25,3344,yes
1829/07/27,3345,yes
1829/07/28,3346,yes
1829/07/29,3347,yes
1829/07/29,3348,yes
1829/08/01,3349,yes
1829/08/03,3350,no
1829/08/06,3351,yes
1829/08/06,3352,yes
1829/08/07,3353,yes
1829/08/07,3354,yes
1829/08/10,3355,yes
1829/08/13,3356,yes
1829/08/14,3357,yes
1829/08/15,3358,yes
1829/08/17,3359,yes
1829/08/24,3360,no
1829/08/27,3361,yes
1829/08/29,3362,yes
1829/09/03,3363,yes
1829/09/05,3364,yes
1829/09/07,3365,yes
1829/09/10,3368,yes
1829/09/10,3367,yes
1829/09/10,3366,yes
1829/09/12,3369,yes
1829/09/16,3370,yes
1829/09/17,3371,yes
1829/09/19,3372,yes
1829/09/22,3373,yes
1829/09/24,3374,yes
1829/09/26,3375,yes
1829/09/26,3376,yes
1829/09/30,3377,yes
1829/10/02,3378,yes
1829/10/03,3379,yes
1829/10/06,3380,yes
1829/10/10,3381,yes
1829/10/17,3382,yes
1829/10/24,3383,yes
1829/10/27,3384,yes
1829/10/27,3385,yes
1829/10/31,3386,yes
1829/11/04,3387,yes
1829/11/06,3388,yes
1829/11/07,3389,yes
1829/11/11,3390,yes
1829/11/14,3391,yes
1829/11/16,3392,no
1829/11/18,3393,yes
1829/11/21,3394,yes
1829/11/23,3395,yes
1829/11/24,3396,yes
1829/11/25,3397,yes
1829/11/30,3398,yes
1829/12/02,3399,yes
1829/12/03,3400,yes
1829/12/05,3401,yes
1829/12/09,3402,yes
1829/12/10,3403,yes
1829/12/11,3404,yes
1829/12/12,3405,yes
1829/12/12,3406,yes
1829/12/14,3407,yes
1829/12/14,3408,yes
1829/12/16,3409,yes
1829/12/19,3410,yes
1829/12/23,3411,yes
1829/12/26,3412,yes
1829/12/29,3413,yes
1830/01/01,3414,yes
1830/01/09,3415,yes
1830/01/16,3416,yes
1830/01/20,3417,yes
1830/01/23,3418,yes
1830/01/30,3419,yes
1830/02/02,3420,yes
1830/02/03,3421,yes
1830/02/06,3422,yes
1830/02/13,3423,yes
1830/02/14,3424,yes
1830/02/17,3425,yes
1830/02/18,3426,yes
1830/02/18,3427,yes
1830/02/20,3428,yes
1830/02/20,3429,yes
1830/02/22,3430,yes
1830/02/22,3431,yes
1830/02/24,3432,yes
1830/02/27,3434,yes
1830/02/27,3433,yes
1830/03/03,3435,yes
1830/03/03,3436,yes
1830/03/06,3437,yes
1830/03/09,3438,yes
1830/03/10,3439,yes
1830/03/11,3440,yes
1830/03/11,3442,yes
1830/03/11,3441,yes
1830/03/12,3443,yes
1830/03/13,3444,yes
1830/03/13,3445,yes
1830/03/15,3446,yes
1830/03/15,3447,yes
1830/03/16,3448,no
1830/03/17,3449,yes
1830/03/19,3450,yes
1830/03/20,3451,yes
1830/03/20,3452,yes
1830/03/20,3453,yes
1830/03/22,3454,yes
1830/03/24,3455,yes
1830/03/25,3456,yes
1830/03/27,3457,yes
1830/03/31,3458,yes
1830/04/03,3459,yes
1830/04/03,3460,yes
1830/04/03,3461,yes
1830/04/05,3462,yes
1830/04/07,3463,yes
1830/04/10,3464,yes
1830/04/14,3465,yes
1830/04/15,3466,yes
1830/04/17,3467,yes
1830/04/17,3468,yes
1830/04/19,3469,yes
1830/04/22,3470,yes
1830/04/22,3471,yes
1830/04/23,3472,yes
1830/04/24,3473,yes
1830/04/26,3474,yes
1830/04/26,3475,yes
1830/04/28,3476,yes
1830/04/28,3477,yes
1830/04/28,3478,yes
1830/04/29,3479,yes
1830/04/29,3480,yes
1830/04/29,3481,yes
1830/05/00,3482,yes
1830/05/01,3483,yes
1830/05/01,3484,yes
1830/05/03,3485,yes
1830/05/04,3486,yes
1830/05/04,3488,yes
1830/05/04,3487,yes
1830/05/05,3489,yes
1830/05/06,3490,yes
1830/05/07,3491,yes
1830/05/08,3492,yes
1830/05/08,3493,yes
1830/05/12,3494,yes
1830/05/13,3497,yes
1830/05/13,3495,yes
1830/05/13,3496,yes
1830/05/14,3498,yes
1830/05/14,3499,yes
1830/05/15,3500,yes
1830/05/15,3501,yes
1830/05/18,3502,yes
1830/05/19,3503,yes
1830/05/19,3504,yes
1830/05/20,3505,yes
1830/05/20,3506,yes
1830/05/21,3507,yes
1830/05/21,3508,yes
1830/05/22,3509,yes
1830/05/22,3510,yes
1830/05/22,3511,yes
1830/05/24,3512,yes
1830/05/24,3513,yes
1830/05/28,3514,yes
1830/05/29,3515,yes
1830/05/31,3516,yes
1830/06/01,3517,yes
1830/06/03,3518,yes
1830/06/04,3519,yes
1830/06/05,3520,yes
1830/06/07,3521,yes
1830/06/09,3522,yes
1830/06/11,3523,yes
1830/06/12,3524,yes
1830/06/15,3525,yes
1830/06/16,3526,yes
1830/06/17,3527,yes
1830/06/17,3528,yes
1830/06/18,3529,yes
1830/06/19,3530,yes
1830/06/22,3531,yes
1830/06/23,3532,yes
1830/06/25,3533,yes
1830/06/26,3534,yes
1830/06/29,3535,yes
1830/07/01,3536,yes
1830/07/02,3537,yes
1830/07/03,3538,yes
1830/07/07,3539,yes
1830/07/09,3540,yes
1830/07/09,3541,yes
1830/07/10,3542,yes
1830/07/14,3543,yes
1830/07/14,3544,yes
1830/07/14,3545,yes
1830/07/17,3546,yes
1830/07/21,3547,yes
1830/07/23,3548,yes
1830/07/24,3549,yes
1830/07/24,3550,yes
1830/07/26,3551,yes
1830/07/27,3552,yes
1830/07/31,3553,yes
1830/07/31,3554,yes
1830/08/07,3555,yes
1830/08/11,3556,yes
1830/08/14,3557,yes
1830/08/21,3558,yes
1830/08/21,3559,yes
1830/08/23,3560,yes
1830/08/28,3561,yes
1830/09/04,3562,yes
1830/09/06,3563,yes
1830/09/11,3564,yes
1830/09/17,3565,yes
1830/09/18,3566,yes
1830/09/25,3567,yes
1830/09/29,3568,yes
1830/10/02,3569,yes
1830/10/09,3570,yes
1830/10/12,3571,yes
1830/10/13,3572,yes
1830/10/16,3573,yes
1830/10/18,3574,yes
1830/10/19,3575,yes
1830/10/20,3576,yes
1830/10/21,3577,yes
1830/10/22,3578,yes
1830/10/23,3579,yes
1830/10/28,3580,yes
1830/10/28,3581,yes
1830/10/30,3582,yes
1830/11/01,3583,yes
1830/11/01,3584,yes
1830/11/02,3585,yes
1830/11/05,3586,yes
1830/11/05,3587,yes
1830/11/06,3588,yes
1830/11/06,3589,yes
1830/11/10,3590,yes
1830/11/12,3591,yes
1830/11/13,3592,yes
1830/11/13,3593,yes
1830/11/16,3594,yes
1830/11/20,3595,yes
1830/11/20,3596,yes
1830/11/25,3597,yes
1830/11/27,3598,yes
1830/11/29,3599,yes
1830/11/30,3600,yes
1830/12/03,3601,yes
1830/12/04,3602,yes
1830/12/04,3603,yes
1830/12/09,3604,yes
1830/12/10,3605,yes
1830/12/11,3606,yes
1830/12/15,3607,yes
1830/12/17,3608,yes
1830/12/18,3609,yes
1830/12/20,3610,yes
1830/12/21,3611,yes
1830/12/22,3612,yes
1830/12/24,3613,yes
1831/00/00,13399,yes
1831/00/00,13399a,no
1831/01/01,13400,yes
1831/01/08,13401,yes
1831/01/11,13402,yes
1831/01/15,13403,yes
1831/01/18,13404,yes
1831/01/22,13405,yes
1831/01/27,13406,yes
1831/01/28,13407,yes
1831/01/29,13408,yes
1831/02/01,13409,yes
1831/02/01,13409a,yes
1831/02/02,13410,yes
1831/02/05,13411,yes
1831/02/07,13412,yes
1831/02/07,13411a,yes
1831/02/09,13413,yes
1831/02/09,13414,yes
1831/02/12,13415,yes
1831/02/17,13416,yes
1831/02/18,13417,yes
1831/02/18,13418,yes
1831/02/19,13419,yes
1831/02/23,13420,yes
1831/02/25,13421,yes
1831/02/25,13422,yes
1831/02/26,13423,yes
1831/02/26,13424,yes
1831/02/26,13425,yes
1831/03/04,13426,yes
1831/03/05,13427,yes
1831/03/05,13428,yes
1831/03/08,13429,yes
1831/03/11,13430,yes
1831/03/12,13431,yes
1831/03/12,13432,yes
1831/03/16,13433,yes
1831/03/18,13434,yes
1831/03/19,13435,yes
1831/03/19,13436,yes
1831/03/21,13437,yes
1831/03/25,13438,yes
1831/03/26,13440,yes
1831/03/26,13439,yes
1831/03/30,13441,yes
1831/03/31,13442,yes
1831/04/02,13443,yes
1831/04/06,13444,yes
1831/04/09,13445,yes
1831/04/09,13445a,yes
1831/04/11,13446,yes
1831/04/11,13446a,yes
1831/04/12,13447,yes
1831/04/15,13448,yes
1831/04/16,G13449,yes
1831/04/16,13450,yes
1831/04/22,13451,yes
1831/04/22,13452,yes
1831/04/22,13453,yes
1831/04/23,13454,yes
1831/04/23,13455,yes
1831/04/25,13456a,no
1831/04/25,13456,yes
1831/04/26,13457,yes
1831/04/26,13458,yes
1831/04/28,13459,yes
1831/04/28,13460,yes
1831/04/29,13461,yes
1831/04/30,13462,yes
1831/05/03,13463,yes
1831/05/04,13463a,yes
1831/05/06,13464,yes
1831/05/07,13465,yes
1831/05/07,13466,yes
1831/05/09,13467,yes
1831/05/09,13468,yes
1831/05/13,13469,yes
1831/05/13,13469a,yes
1831/05/14,13470,yes
1831/05/14,13471,yes
1831/05/16,13471a,yes
1831/05/21,13472,yes
1831/05/24,13473,yes
1831/05/25,13474,yes
1831/05/26,13475,yes
1831/05/28,13477,yes
1831/05/28,13476,yes
1831/06/04,13479,yes
1831/06/04,13478,yes
1831/06/07,13480,yes
1831/06/07,13481,yes
1831/06/10,13482,yes
1831/06/10,13481a,yes
1831/06/11,13483,yes
1831/06/11,13485,yes
1831/06/11,13484,yes
1831/06/13,13485a,no
1831/06/15,13486,yes
1831/06/16,13487,yes
1831/06/16,13488,yes
1831/06/18,13489,yes
1831/06/18,13490,yes
1831/06/20,13491,yes
1831/06/22,13492,yes
1831/06/22,13493,yes
1831/06/23,13494,yes
1831/06/25,13495,yes
1831/06/25,13496,yes
1831/06/28,13497,yes
1831/06/29,13498,yes
1831/06/30,13499,yes
1831/07/02,13500,yes
1831/07/05,13501,yes
1831/07/06,13502,yes
1831/07/08,13503,yes
1831/07/09,13504,yes
1831/07/09,13505,yes
1831/07/09,13506,yes
1831/07/13,13507,yes
1831/07/13,13508,yes
1831/07/14,13509,yes
1831/07/14,13510,yes
1831/07/15,13511,yes
1831/07/16,13512,yes
1831/07/16,13513,yes
1831/07/16,13514,yes
1831/07/21,13515,yes
1831/07/21,13516,yes
1831/07/23,13517,yes
1831/07/28,13517a,yes
1831/07/29,13518,yes
1831/07/29,13519,yes
1831/07/30,13520,yes
1831/07/30,13521,yes
1831/08/03,13522,yes
1831/08/06,13523,yes
1831/08/09,13524,yes
1831/08/10,13525,yes
1831/08/12,13526,yes
1831/08/13,13527,yes
1831/08/18,13528,yes
1831/08/20,13529,yes
1831/08/23,13530,yes
1831/08/24,13531,yes
1831/08/27,13532,yes
1831/08/27,13533,yes
1831/08/30,13534,yes
1831/09/03,13535,yes
1831/09/05,13536,no
1831/09/06,13537,no
1831/09/09,13539,yes
1831/09/09,13538,yes
1831/09/10,13540,yes
1831/09/14,13541,yes
1831/09/17,13542,yes
1831/09/19,13543,yes
1831/09/24,13544,yes
1831/10/01,13545,yes
1831/10/08,13546,yes
1831/10/10,13547,yes
1831/10/10,13547a,no
1831/10/14,13548,yes
1831/10/15,13549,yes
1831/10/20,13550,yes
1831/10/22,13551,yes
1831/10/24,13551b,yes
1831/10/25,13551a,yes
1831/10/29,13552,yes
1831/11/01,13553,yes
1831/11/05,13554,yes
1831/11/07,13555,yes
1831/11/07,13556,yes
1831/11/07,13555a,yes
1831/11/09,13556a,yes
1831/11/12,13557,yes
1831/11/17,13558,yes
1831/11/18,13559,yes
1831/11/19,13560,yes
1831/11/22,13561,yes
1831/11/24,13562,yes
1831/11/24,13561a,yes
1831/11/26,13564,yes
1831/11/26,13563,yes
1831/12/03,13565,yes
1831/12/06,13566,yes
1831/12/06,13567,yes
1831/12/08,13568,yes
1831/12/08,13569,yes
1831/12/10,13570,yes
1831/12/14,13571,yes
1831/12/14,13572,yes
1831/12/15,13573,yes
1831/12/17,13574,yes
